n_front,n_total,avg_rules_dist,avg_ml_dist,savings_m,savings_pct,total_avg_rules,total_avg_ml,total_savings_pct,steps_before,steps_after,steps_saved
1868,6590,49.02837259100642,29.89561027837259,19.132762312633833,39.02385761860567,51.622913505311075,42.78224582701062,17.12547215567542,65371,39861,25510
