class,agreement,knn_accuracy,xgb_accuracy
shelf_picking,0.959511077158136,0.9386949924127466,0.98649468892261
front_zone_bin,0.9550321199143469,0.9386949924127466,0.98649468892261
special_zone,0.9514925373134329,0.9386949924127466,0.98649468892261
floor_block,0.8584905660377359,0.9386949924127466,0.98649468892261
pallet_rack,0.8884462151394422,0.9386949924127466,0.98649468892261
overall,0.9433990895295903,0.9386949924127466,0.98649468892261
